2012,2013,2014,2015,2018,BEAT,BIAS TYPE,Bias Category (Sheet1),Bias,2017,Placeholder,Incomplete Qtr,Conditional Formatting,2016,Row Total,"""""",Category,Definition,GO Number,Geometry,Incident Date,Mcpp,New Offense Label?,Number of Records,OFFENSE GROUP,PRECINCT,OFFENSE GROUP.,OFFENSE CATEGORY,Reported Offense,Sheet,Specific Bias Type,Table Name,Neighborho,Precinct,St Area Sh,St Length
0,0,0,0,1,D3,Disability Only,,Physical Disability,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-370711,POLYGON,10/3/2018,SLU/CASCADE,N,1,Society,WEST,Society,Harassment,MALICIOUS HARASSMENT,2018,Physical Disability,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,K1,Disability Only,,Physical Disability,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-430926,POLYGON,11/15/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Harassment,MALICIOUS HARASSMENT,2018,Physical Disability,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K3,Disability Only,,Physical Disability,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-231010,POLYGON,6/24/2018,PIONEER SQUARE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Physical Disability,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,D1,Ethnicity Only,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-62404,POLYGON,2/19/2018,BELLTOWN,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Other Race/Ethnicity/Ancestry,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,Q3,Ethnicity Only,,Arab,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-382722,POLYGON,10/12/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Arab,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,Q3,Ethnicity Only,,Arab,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-317874,POLYGON,8/26/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Arab,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D3,Gender Only,,Female,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-377797,POLYGON,10/6/2018,SLU/CASCADE,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Female,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,M1,Gender Only,,Female,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-74643,POLYGON,3/1/2018,BELLTOWN,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Female,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,D3,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-427561,POLYGON,11/14/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Homeless,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,M3,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-23889,POLYGON,1/20/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Homeless,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,Q3,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-422956,POLYGON,11/11/2018,QUEEN ANNE,N,1,Society,WEST,Society,Disturbance,DISTURBANCE-OTH,2018,Homeless,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,D1,LGBTQ Only,,Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-82095,POLYGON,3/7/2018,BELLTOWN,N,1,Society,WEST,Society,Trespass,TRESPASS,2018,Lesbian,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,D3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-403758,POLYGON,10/22/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-476043,POLYGON,12/21/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D3,LGBTQ Only,,Gay/Lesbian/Bisexual,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-124679,POLYGON,4/9/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian/Bisexual,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,K2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-202342,POLYGON,6/4/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-33874,POLYGON,1/28/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-317465,POLYGON,8/25/2018,PIONEER SQUARE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-49089,POLYGON,2/8/2018,PIONEER SQUARE,N,1,Society,WEST,Property,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,2018,Gay,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,M1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-18280,POLYGON,1/15/2018,BELLTOWN,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,M1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-366540,POLYGON,9/30/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M1,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-167342,POLYGON,5/10/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Harassment,MALICIOUS HARASSMENT,2018,Gay,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-288194,POLYGON,8/4/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Misdemeanor Warrant/Arrest,WARRARR-MISDEMEANOR,2018,Gay/Lesbian,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-267253,POLYGON,7/20/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,M2,LGBTQ Only,,Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-409785,POLYGON,11/1/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Lesbian,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,M3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-418133,POLYGON,11/7/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M3,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-50317,POLYGON,2/9/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Robbery,ROBBERY-STREET-BODYFORCE,2018,Transgender,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,Q3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-333776,POLYGON,9/6/2018,QUEEN ANNE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay/Lesbian,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,Q3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-395473,POLYGON,10/7/2018,QUEEN ANNE,N,1,Society,WEST,Society,Harassment,HARASSMENT,2018,Gay/Lesbian,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,D3,Multiple Categories,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-125118,POLYGON,4/9/2018,EASTLAKE - WEST,N,1,Society,WEST,Property,Property Damage,PROPERTY DAMAGE-RESIDENTIAL,2018,Other Race/Ethnicity/Ancestry,2018,EASTLAKE - WEST,W,14989832.31,19915.29127
0,0,0,0,1,K1,Multiple Categories,,"Transgender, Black",0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-133410,POLYGON,4/16/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,"Transgender, Black",2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K1,Political Views Only,,Political Ideology,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-308017,POLYGON,8/18/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Political Ideology,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,D1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-121626,POLYGON,4/6/2018,BELLTOWN,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,D1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-398893,POLYGON,10/25/2018,BELLTOWN,N,1,Society,WEST,Society,Disturbance,DISTURBANCE-OTH,2018,Black,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,D2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-21731,POLYGON,1/17/2018,SLU/CASCADE,N,1,Society,WEST,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Black,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-404132,POLYGON,10/28/2018,SLU/CASCADE,N,1,Society,WEST,Society,Crisis,CRISIS,2018,Black,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,K1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-304458,POLYGON,8/15/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Disturbance,DISTURBANCE-OTH,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K1,Race Only,,White,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-186239,POLYGON,5/24/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Robbery,ROBBERY-STREET-BODYFORCE,2018,White,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K1,Race Only,,White,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-415966,POLYGON,11/6/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,White,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K1,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-305032,POLYGON,8/16/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Threats,THREATS-WEAPON,2018,Asian/Pacific Islander,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-172153,POLYGON,5/14/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Order Violation,VIOL-COURT ORDER,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-416820,POLYGON,11/6/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-164367,POLYGON,5/8/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-478573,POLYGON,12/23/2018,PIONEER SQUARE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-BODYFORCE,2018,Black,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-460554,POLYGON,12/10/2018,PIONEER SQUARE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K2,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-17269,POLYGON,1/14/2018,PIONEER SQUARE,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Asian/Pacific Islander,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-267655,POLYGON,7/20/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Black,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K3,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-60990,POLYGON,2/18/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Asian/Pacific Islander,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-159109,POLYGON,5/5/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K3,Race Only,,White,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-205508,POLYGON,6/7/2018,PIONEER SQUARE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-BODYFORCE,2018,White,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-403255,POLYGON,10/28/2018,PIONEER SQUARE,N,1,Society,WEST,Society,Disturbance,DISTURBANCE-OTH,2018,Black,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,K3,Race Only,,White,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-274439,POLYGON,7/25/2018,PIONEER SQUARE,N,1,Society,WEST,Property,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,2018,White,2018,PIONEER SQUARE,W,17196131.8,19578.62606
0,0,0,0,1,M1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-321488,POLYGON,8/28/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-215578,POLYGON,6/14/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Robbery,ROBBERY-BUSINESS-BODYFORCE,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M2,Race Only,,White,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-415313,POLYGON,11/5/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,White,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,M2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-97642,POLYGON,3/18/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Harassment,MALICIOUS HARASSMENT,2018,Black,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,Q1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-208663,POLYGON,6/9/2018,MAGNOLIA,N,1,Society,WEST,Society,Threats,THREATS-KILL,2018,Black,2018,MAGNOLIA,W,180449287.4,58792.06851
0,0,0,0,1,K1,Religion Only,,Hindu,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-239714,POLYGON,6/30/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Hindu,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,Q2,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,CRIME WITH BIAS ELEMENTS,,2018-908201,POLYGON,9/5/2018,QUEEN ANNE,N,1,Society,WEST,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Jewish,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,UNKNOWN,Political Views Only,,Political Ideology,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-293818,,8/8/2018,UNKNOWN,N,1,Society,UNKNOWN,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,2018,Political Ideology,2018,,Unknown,,
0,0,0,0,1,G1,Disability Only,,Physical Disability,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-384090,POLYGON,10/13/2018,FIRST HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Physical Disability,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,G1,Ethnicity Only,,Arab,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-300814,POLYGON,8/13/2018,FIRST HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-BODYFORCE,2018,Arab,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,C2,Gender Only,,Gender Non-Conforming,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-164864,POLYGON,5/9/2018,MILLER PARK,N,1,Society,EAST,Property,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,2018,Gender Non-Conforming,2018,MILLER PARK,E,15884932.56,18080.13798
0,0,0,0,1,E2,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-367999,POLYGON,10/2/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Homeless,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,C1,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-473823,POLYGON,12/20/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-DV-WEAPON,2018,Gay,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,C3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-161155,POLYGON,5/6/2018,CENTRAL AREA/SQUIRE PARK,N,1,Society,EAST,Society,Threats,THREATS-KILL,2018,Gay/Lesbian,2018,CENTRAL AREA/SQUIRE PARK,E,36998283.76,28582.29161
0,0,0,0,1,E1,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-342712,POLYGON,9/13/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-BODYFORCE,2018,Transgender,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E1,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-218083,POLYGON,6/15/2018,CAPITOL HILL,N,1,Society,EAST,Society,Bias Incident,BIAS INCIDENT,2018,Transgender,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-162186,POLYGON,5/7/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-220175,POLYGON,6/17/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-270874,POLYGON,7/22/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-219818,POLYGON,6/17/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Gay,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-461046,POLYGON,12/11/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-212291,POLYGON,6/11/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Gay,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-404867,POLYGON,10/29/2018,CAPITOL HILL,N,1,Society,EAST,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-246579,POLYGON,7/5/2018,CAPITOL HILL,N,1,Property,EAST,Property,Theft,THEFT-OTH,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-309219,POLYGON,8/19/2018,CAPITOL HILL,N,1,Society,EAST,Society,Threats,THREATS-OTHER,2018,Gay,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-111618,POLYGON,3/30/2018,CAPITOL HILL,N,1,Society,EAST,Society,Threats,THREATS-OTHER,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-299154,POLYGON,8/12/2018,CAPITOL HILL,N,1,Society,EAST,Society,Threats,THREATS-OTHER,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-248425,POLYGON,7/6/2018,CAPITOL HILL,N,1,Society,EAST,Society,Weapon,WEAPON-UNLAWFUL USE,2018,Gay/Lesbian,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-268001,POLYGON,7/20/2018,FIRST HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay/Lesbian,2018,FIRST HILL,E,15541724.16,20459.84967
